x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.045672,-0.05215,-0.013235,-0.062601,-0.134302,-0.015513,-0.064337,-0.195582,-0.018388,-0.078158,-0.23159,-0.016799,-0.025324,-0.166166,0.002026,-0.029424,-0.200149,-0.017425,-0.033226,-0.146283,-0.02506,-0.02973,-0.140191,-0.028826,0.008824,-0.153994,-0.000565,0.003966,-0.1835,-0.019392,-0.008101,-0.127002,-0.018657,-0.002005,-0.128439,-0.014327,0.04058,-0.133182,-0.0078,0.03783,-0.167284,-0.026562,0.021675,-0.116997,-0.013008,0.026549,-0.113398,-8.8e-05,0.069331,-0.110052,-0.016988,0.067044,-0.132903,-0.025255,0.050303,-0.102116,-0.014455,0.051773,-0.095703,-0.004593,A
0.0,0.0,0.0,-0.044163,-0.053802,-0.013305,-0.061024,-0.137191,-0.015459,-0.063609,-0.197578,-0.018419,-0.077822,-0.232886,-0.016947,-0.024073,-0.167199,0.003555,-0.027667,-0.20089,-0.016416,-0.031884,-0.14825,-0.024225,-0.028761,-0.141834,-0.027816,0.009589,-0.154869,0.00064,0.005592,-0.184173,-0.018871,-0.006814,-0.128776,-0.01832,-0.001058,-0.130234,-0.01371,0.041178,-0.133851,-0.007173,0.038965,-0.167514,-0.026882,0.022611,-0.118113,-0.013576,0.027171,-0.114861,-0.000376,0.069702,-0.11014,-0.016957,0.067685,-0.133722,-0.025975,0.051057,-0.103164,-0.015263,0.052555,-0.096145,-0.005141,A
0.0,0.0,0.0,-0.04444,-0.053618,-0.014009,-0.061366,-0.136862,-0.016397,-0.063834,-0.197478,-0.019558,-0.077986,-0.232905,-0.01827,-0.024757,-0.166308,0.003807,-0.027134,-0.200165,-0.016419,-0.031902,-0.148811,-0.024414,-0.029276,-0.143454,-0.028153,0.009082,-0.154072,0.001036,0.006319,-0.183529,-0.018903,-0.006508,-0.128853,-0.018667,-0.00111,-0.131444,-0.014158,0.04088,-0.133322,-0.006787,0.039787,-0.167284,-0.027138,0.023294,-0.118372,-0.01406,0.027576,-0.116016,-0.000829,0.069857,-0.109733,-0.016649,0.068841,-0.133694,-0.026204,0.052075,-0.103351,-0.015675,0.053133,-0.096581,-0.005579,A
0.0,0.0,0.0,-0.046853,-0.055295,-0.011563,-0.063863,-0.13829,-0.012444,-0.065632,-0.198459,-0.014464,-0.078822,-0.23325,-0.012335,-0.028022,-0.166247,0.006159,-0.030624,-0.201689,-0.012858,-0.03401,-0.150278,-0.020904,-0.030742,-0.142165,-0.024863,0.006193,-0.155305,0.002692,0.002424,-0.184903,-0.015919,-0.00873,-0.131053,-0.016379,-0.003599,-0.130691,-0.012757,0.038494,-0.135424,-0.005456,0.035838,-0.168949,-0.024535,0.020621,-0.119695,-0.012381,0.024267,-0.11511,-0.000191,0.068193,-0.111905,-0.015397,0.065551,-0.13528,-0.024338,0.049173,-0.103927,-0.014125,0.049618,-0.096217,-0.004491,A
0.0,0.0,0.0,-0.046358,-0.056996,-0.011619,-0.063489,-0.141249,-0.012047,-0.065476,-0.200865,-0.013791,-0.079359,-0.23445,-0.011132,-0.027076,-0.16811,0.008069,-0.029717,-0.202735,-0.011156,-0.033268,-0.150481,-0.019223,-0.030452,-0.142947,-0.023061,0.006827,-0.156887,0.004533,0.002897,-0.185968,-0.014856,-0.008738,-0.13147,-0.015503,-0.003653,-0.132358,-0.011607,0.038922,-0.136792,-0.003904,0.036216,-0.16959,-0.023547,0.020391,-0.119838,-0.011362,0.024028,-0.116016,0.001218,0.068455,-0.113301,-0.014208,0.065914,-0.136278,-0.02309,0.049336,-0.104672,-0.012719,0.050332,-0.096939,-0.002788,A
0.0,0.0,0.0,-0.047987,-0.05342,-0.014107,-0.066188,-0.136254,-0.016023,-0.068173,-0.196777,-0.018401,-0.081269,-0.233482,-0.016293,-0.030887,-0.166512,0.002853,-0.031442,-0.201354,-0.016756,-0.035412,-0.148381,-0.024271,-0.033227,-0.142822,-0.027941,0.004232,-0.155016,0.000519,0.001617,-0.184828,-0.018982,-0.010854,-0.129179,-0.018804,-0.00642,-0.131389,-0.014687,0.036759,-0.134705,-0.006645,0.035054,-0.168396,-0.02669,0.018691,-0.117148,-0.01382,0.022081,-0.114211,-0.00113,0.066173,-0.111946,-0.015747,0.063712,-0.133309,-0.025549,0.04751,-0.100952,-0.01544,0.048893,-0.094683,-0.005841,A
0.0,0.0,0.0,-0.047263,-0.05306,-0.014276,-0.065494,-0.136083,-0.01618,-0.067425,-0.196985,-0.018761,-0.079974,-0.233987,-0.016794,-0.028007,-0.167064,0.003801,-0.030491,-0.201555,-0.01625,-0.034828,-0.147554,-0.023666,-0.032597,-0.141629,-0.026929,0.006612,-0.155602,0.001358,0.0022,-0.184823,-0.018586,-0.010669,-0.127982,-0.018125,-0.005393,-0.13126,-0.013416,0.038732,-0.135524,-0.006123,0.035287,-0.168661,-0.026751,0.018459,-0.11635,-0.013488,0.022887,-0.113661,-9.4e-05,0.06813,-0.113165,-0.015607,0.064182,-0.13477,-0.025422,0.047406,-0.101571,-0.014828,0.049563,-0.094456,-0.004601,A
0.0,0.0,0.0,-0.047885,-0.053391,-0.013573,-0.066681,-0.13685,-0.015145,-0.069321,-0.197872,-0.01722,-0.082983,-0.233002,-0.014572,-0.028829,-0.167777,0.002971,-0.033299,-0.20253,-0.017063,-0.03612,-0.147505,-0.024822,-0.032497,-0.142695,-0.028487,0.005374,-0.156008,0.000698,0.000334,-0.18537,-0.019166,-0.011047,-0.127888,-0.018619,-0.004802,-0.131779,-0.013995,0.037175,-0.135987,-0.006402,0.033657,-0.168607,-0.026173,0.018434,-0.117221,-0.012695,0.024875,-0.116051,0.000551,0.06595,-0.114173,-0.015465,0.06217,-0.134656,-0.024342,0.046677,-0.102393,-0.013677,0.050639,-0.097075,-0.003635,A
0.0,0.0,0.0,-0.047697,-0.055236,-0.013727,-0.065852,-0.139436,-0.015249,-0.068267,-0.200468,-0.017487,-0.081463,-0.236314,-0.01493,-0.027982,-0.169647,0.004571,-0.032622,-0.203483,-0.015798,-0.035635,-0.148318,-0.02368,-0.032422,-0.144127,-0.027237,0.006198,-0.157834,0.002144,0.00049,-0.186571,-0.018321,-0.010845,-0.128964,-0.017974,-0.004417,-0.133853,-0.013133,0.038167,-0.137715,-0.005315,0.033529,-0.169425,-0.025542,0.018369,-0.117922,-0.012065,0.024867,-0.117698,0.001483,0.066974,-0.115734,-0.014811,0.062308,-0.135489,-0.023434,0.04673,-0.1033,-0.012517,0.051073,-0.098158,-0.002196,A
0.0,0.0,0.0,-0.046863,-0.054074,-0.012969,-0.065463,-0.137538,-0.014803,-0.06842,-0.198686,-0.017541,-0.083,-0.233424,-0.015881,-0.026813,-0.166198,0.003654,-0.031947,-0.201589,-0.015775,-0.035207,-0.147697,-0.023014,-0.031507,-0.140832,-0.026311,0.00705,-0.155232,0.00065,0.001456,-0.183987,-0.018838,-0.010022,-0.127945,-0.017967,-0.003712,-0.129452,-0.013142,0.03853,-0.135083,-0.007151,0.034697,-0.167608,-0.02679,0.019565,-0.116985,-0.013119,0.025283,-0.114039,0.000255,0.067226,-0.112134,-0.016882,0.063734,-0.133954,-0.025709,0.048323,-0.10222,-0.014681,0.051625,-0.095722,-0.004403,A
0.0,0.0,0.0,-0.047124,-0.054239,-0.012183,-0.065456,-0.135276,-0.013738,-0.068031,-0.194643,-0.016397,-0.080695,-0.230774,-0.014866,-0.028349,-0.165096,0.004585,-0.032932,-0.200459,-0.014738,-0.03627,-0.148403,-0.02254,-0.033074,-0.140783,-0.026187,0.005708,-0.155003,0.001348,0.000256,-0.182431,-0.017543,-0.010802,-0.127854,-0.017377,-0.005324,-0.129277,-0.013268,0.038068,-0.135773,-0.006601,0.034021,-0.16899,-0.026049,0.019556,-0.118863,-0.013173,0.024775,-0.114977,-0.000391,0.067577,-0.11293,-0.016382,0.063143,-0.135575,-0.025701,0.048204,-0.104034,-0.015195,0.051449,-0.096938,-0.005149,A
0.0,0.0,0.0,-0.046862,-0.053289,-0.012209,-0.0657,-0.134131,-0.013567,-0.068448,-0.194045,-0.016066,-0.080852,-0.230388,-0.01432,-0.027418,-0.164515,0.005169,-0.032046,-0.199495,-0.014291,-0.036031,-0.146785,-0.021972,-0.032829,-0.139427,-0.025484,0.006267,-0.154166,0.001925,0.000593,-0.182182,-0.017607,-0.010963,-0.127064,-0.017428,-0.004762,-0.1287,-0.013002,0.038177,-0.134997,-0.00612,0.033649,-0.168131,-0.026207,0.018756,-0.117691,-0.013352,0.02467,-0.114384,-0.000251,0.067612,-0.11254,-0.015979,0.062719,-0.135503,-0.025423,0.047402,-0.103292,-0.01482,0.051101,-0.095911,-0.004565,A
0.0,0.0,0.0,-0.048603,-0.052505,-0.012205,-0.06615,-0.133593,-0.013729,-0.068923,-0.192864,-0.016091,-0.083164,-0.227411,-0.014331,-0.028791,-0.163762,0.002472,-0.033684,-0.198965,-0.016746,-0.037551,-0.145758,-0.024122,-0.03331,-0.13845,-0.027561,0.005333,-0.153273,-0.000642,-0.000642,-0.182246,-0.019902,-0.011969,-0.126918,-0.01934,-0.004613,-0.127552,-0.014764,0.037679,-0.134202,-0.00825,0.032781,-0.16874,-0.027696,0.017906,-0.118157,-0.014458,0.024668,-0.113968,-0.001331,0.067298,-0.112055,-0.017665,0.061679,-0.135307,-0.026564,0.045935,-0.103664,-0.015771,0.049565,-0.096314,-0.005566,A
0.0,0.0,0.0,-0.048763,-0.052432,-0.011849,-0.06616,-0.133381,-0.01315,-0.068979,-0.192775,-0.015432,-0.082906,-0.227765,-0.013663,-0.029048,-0.163716,0.003265,-0.03392,-0.198866,-0.015891,-0.037424,-0.146126,-0.023183,-0.03295,-0.138405,-0.026476,0.005045,-0.153226,-0.000119,-0.000894,-0.182604,-0.01952,-0.011951,-0.127558,-0.019026,-0.004456,-0.127736,-0.014336,0.037432,-0.134145,-0.008017,0.032351,-0.168511,-0.027679,0.017712,-0.118198,-0.01456,0.024282,-0.113938,-0.00134,0.067046,-0.111817,-0.017694,0.06156,-0.135628,-0.026551,0.045982,-0.103794,-0.015611,0.049506,-0.095951,-0.005237,A
0.0,0.0,0.0,-0.049522,-0.052677,-0.012086,-0.067252,-0.134348,-0.013155,-0.069848,-0.194564,-0.015052,-0.085021,-0.228952,-0.012637,-0.029603,-0.164327,0.003551,-0.034189,-0.199328,-0.015969,-0.037236,-0.145588,-0.023801,-0.03275,-0.139809,-0.027588,0.004469,-0.153338,0.000632,-0.001365,-0.182695,-0.018656,-0.012806,-0.126666,-0.018256,-0.005541,-0.129249,-0.013857,0.036615,-0.13448,-0.006884,0.031924,-0.170032,-0.026515,0.016437,-0.11868,-0.013333,0.023102,-0.114999,-0.00016,0.066064,-0.113306,-0.016215,0.061231,-0.137394,-0.025352,0.045094,-0.10528,-0.014706,0.048826,-0.097677,-0.004511,A
0.0,0.0,0.0,-0.049263,-0.052951,-0.012141,-0.06691,-0.134652,-0.013256,-0.06967,-0.194692,-0.015295,-0.08491,-0.228988,-0.013067,-0.028642,-0.164232,0.004053,-0.033457,-0.199538,-0.0154,-0.036526,-0.145816,-0.023183,-0.03201,-0.139781,-0.026923,0.005228,-0.153325,0.001095,-0.000717,-0.182891,-0.018283,-0.012383,-0.126758,-0.017981,-0.005196,-0.129216,-0.013582,0.037172,-0.134284,-0.006504,0.032388,-0.169904,-0.026283,0.016654,-0.118487,-0.013133,0.023222,-0.114749,9.9e-05,0.066463,-0.112847,-0.015922,0.061656,-0.137373,-0.025089,0.045359,-0.105221,-0.01436,0.049087,-0.097363,-0.004072,A
0.0,0.0,0.0,-0.048972,-0.053948,-0.011335,-0.066686,-0.136653,-0.012021,-0.069531,-0.197386,-0.014012,-0.084359,-0.231928,-0.011694,-0.027107,-0.165802,0.006079,-0.032326,-0.200886,-0.013452,-0.035915,-0.14661,-0.021379,-0.031444,-0.139501,-0.025074,0.006069,-0.155025,0.002617,0.000268,-0.184041,-0.016585,-0.011781,-0.127457,-0.016158,-0.004153,-0.129365,-0.011564,0.037458,-0.135844,-0.005627,0.033276,-0.171089,-0.025176,0.017074,-0.120118,-0.012054,0.023688,-0.116116,0.001253,0.066477,-0.11416,-0.015703,0.062397,-0.138755,-0.024401,0.045585,-0.107287,-0.013549,0.049001,-0.099334,-0.003151,A
0.0,0.0,0.0,-0.049361,-0.05437,-0.011861,-0.066924,-0.137104,-0.012636,-0.069411,-0.197615,-0.014573,-0.084351,-0.231576,-0.012114,-0.027629,-0.165944,0.005755,-0.032131,-0.201285,-0.013784,-0.035736,-0.146712,-0.021675,-0.031315,-0.139843,-0.025369,0.005898,-0.155171,0.002609,0.000485,-0.184251,-0.016457,-0.011549,-0.127304,-0.015904,-0.00418,-0.12982,-0.011266,0.037534,-0.136076,-0.005365,0.033494,-0.171581,-0.024871,0.017364,-0.120072,-0.011597,0.024006,-0.116344,0.001753,0.06677,-0.114493,-0.015221,0.062428,-0.13867,-0.024055,0.045445,-0.106855,-0.013235,0.048658,-0.099086,-0.002863,A
0.0,0.0,0.0,-0.049762,-0.054384,-0.011853,-0.06734,-0.136997,-0.012744,-0.069786,-0.197744,-0.014826,-0.084833,-0.231647,-0.012522,-0.028353,-0.166183,0.00584,-0.033092,-0.201537,-0.013542,-0.036386,-0.147189,-0.021331,-0.031683,-0.140373,-0.025008,0.005269,-0.155676,0.002665,-0.000399,-0.18481,-0.016325,-0.012314,-0.127882,-0.015742,-0.004818,-0.130393,-0.011116,0.036933,-0.136613,-0.005329,0.032827,-0.17205,-0.02476,0.016754,-0.120564,-0.011481,0.023423,-0.116816,0.001835,0.066151,-0.11494,-0.015213,0.061764,-0.138903,-0.023968,0.044789,-0.107338,-0.013189,0.047974,-0.099758,-0.002895,A
0.0,0.0,0.0,-0.049089,-0.05441,-0.012865,-0.06669,-0.13792,-0.013975,-0.06911,-0.198271,-0.01582,-0.083802,-0.232397,-0.013109,-0.02893,-0.167633,0.004305,-0.033535,-0.200678,-0.015127,-0.036282,-0.146856,-0.022827,-0.031831,-0.14281,-0.02664,0.005278,-0.156453,0.001653,-0.000772,-0.184506,-0.018003,-0.012326,-0.127985,-0.017587,-0.005009,-0.131883,-0.013035,0.037431,-0.137002,-0.005788,0.03286,-0.170688,-0.025753,0.017134,-0.119626,-0.012551,0.023731,-0.117477,0.000733,0.066704,-0.115391,-0.015156,0.062561,-0.137668,-0.024307,0.046184,-0.106081,-0.013774,0.049824,-0.09981,-0.003674,A
0.0,0.0,0.0,-0.049022,-0.054056,-0.012781,-0.066588,-0.13738,-0.013865,-0.068941,-0.197662,-0.01569,-0.08355,-0.232065,-0.013002,-0.029415,-0.166701,0.004353,-0.033331,-0.200426,-0.015002,-0.036341,-0.147104,-0.022731,-0.032329,-0.142707,-0.026569,0.004791,-0.155708,0.001703,-0.000832,-0.183829,-0.0178,-0.012412,-0.127984,-0.017491,-0.00533,-0.131785,-0.01307,0.037003,-0.136344,-0.005718,0.032586,-0.170224,-0.02544,0.017004,-0.119766,-0.012412,0.023489,-0.117586,0.000659,0.066354,-0.114804,-0.015056,0.062121,-0.137032,-0.024099,0.046017,-0.105761,-0.013697,0.049796,-0.099459,-0.003747,A
0.0,0.0,0.0,-0.048583,-0.053764,-0.012631,-0.0664,-0.13672,-0.013551,-0.069037,-0.197359,-0.015193,-0.083043,-0.231666,-0.012366,-0.029482,-0.165766,0.004073,-0.032794,-0.201048,-0.014482,-0.035852,-0.146221,-0.021338,-0.031709,-0.140934,-0.024653,0.004796,-0.15514,0.001538,0.000676,-0.184718,-0.017315,-0.011449,-0.12762,-0.016541,-0.005061,-0.130141,-0.011873,0.036934,-0.13591,-0.005631,0.033852,-0.170435,-0.024791,0.017824,-0.118896,-0.011587,0.02372,-0.115602,0.001499,0.06629,-0.114413,-0.014651,0.062223,-0.137393,-0.023163,0.045939,-0.105557,-0.012513,0.049338,-0.098611,-0.002482,A
0.0,0.0,0.0,-0.048063,-0.0489,-0.010726,-0.066855,-0.129262,-0.01201,-0.069095,-0.188846,-0.014754,-0.081264,-0.224571,-0.014042,-0.03132,-0.162639,0.005243,-0.033974,-0.198841,-0.013834,-0.03666,-0.1484,-0.021098,-0.033376,-0.134995,-0.023686,0.002305,-0.154563,0.000741,-0.000625,-0.182057,-0.017457,-0.009699,-0.128048,-0.016652,-0.004951,-0.12331,-0.011712,0.034874,-0.13684,-0.008386,0.032041,-0.165803,-0.027581,0.020033,-0.115295,-0.014802,0.023405,-0.108315,-0.001976,0.065396,-0.113905,-0.019148,0.060539,-0.135281,-0.027991,0.048035,-0.100753,-0.016603,0.049872,-0.09164,-0.005945,A
0.0,0.0,0.0,-0.048638,-0.049179,-0.01113,-0.066478,-0.12945,-0.012333,-0.068629,-0.189356,-0.014971,-0.080997,-0.22633,-0.013995,-0.030537,-0.163998,0.005017,-0.033834,-0.199096,-0.014205,-0.036489,-0.14731,-0.021159,-0.032876,-0.134837,-0.023413,0.003093,-0.15572,0.000879,-0.00096,-0.183087,-0.017745,-0.010604,-0.128002,-0.016734,-0.004903,-0.124321,-0.011382,0.035578,-0.137482,-0.007922,0.03181,-0.166404,-0.027483,0.019022,-0.115485,-0.014636,0.023123,-0.10925,-0.001477,0.065766,-0.114554,-0.018401,0.061539,-0.13593,-0.026925,0.047567,-0.101813,-0.015448,0.049162,-0.092861,-0.004647,A
0.0,0.0,0.0,-0.042902,-0.048763,-0.010796,-0.060782,-0.125104,-0.013376,-0.063566,-0.183473,-0.017513,-0.075658,-0.220565,-0.018639,-0.023321,-0.15802,0.003597,-0.029535,-0.194735,-0.016938,-0.035371,-0.148364,-0.025601,-0.032518,-0.132671,-0.028929,0.008529,-0.148285,-0.001099,0.001161,-0.179877,-0.020337,-0.010161,-0.128868,-0.020388,-0.004103,-0.120328,-0.016104,0.039855,-0.129412,-0.010392,0.034977,-0.166282,-0.03109,0.019764,-0.117768,-0.018923,0.022565,-0.105987,-0.006097,0.070384,-0.105025,-0.02119,0.062774,-0.133688,-0.03234,0.047987,-0.101037,-0.021928,0.048837,-0.088627,-0.011463,A
0.0,0.0,0.0,-0.043637,-0.047082,-0.011178,-0.061909,-0.124919,-0.013433,-0.065217,-0.184346,-0.01706,-0.077519,-0.221426,-0.017468,-0.02539,-0.157413,0.002894,-0.029989,-0.193599,-0.016571,-0.034955,-0.144194,-0.024255,-0.031992,-0.130082,-0.027312,0.007026,-0.148086,-0.001463,0.001681,-0.17831,-0.020015,-0.008856,-0.125873,-0.019509,-0.003575,-0.119042,-0.015066,0.038879,-0.129437,-0.010311,0.034978,-0.163924,-0.030389,0.020732,-0.114552,-0.017975,0.023473,-0.104783,-0.005305,0.069311,-0.105367,-0.020688,0.063736,-0.132713,-0.031238,0.0495,-0.099631,-0.020605,0.050132,-0.088579,-0.010272,A
0.0,0.0,0.0,-0.041324,-0.041202,-0.012022,-0.061028,-0.117441,-0.01548,-0.064923,-0.175351,-0.020081,-0.078066,-0.21306,-0.021588,-0.021922,-0.154412,0.000811,-0.030525,-0.189851,-0.019931,-0.034795,-0.140466,-0.028657,-0.031088,-0.122473,-0.031834,0.010186,-0.144293,-0.003512,0.000341,-0.174206,-0.02271,-0.008451,-0.121752,-0.022527,-0.004105,-0.111505,-0.018203,0.041744,-0.125388,-0.012393,0.034087,-0.158994,-0.032828,0.021573,-0.109131,-0.020422,0.022844,-0.097472,-0.007819,0.072565,-0.10133,-0.022784,0.064565,-0.129355,-0.034065,0.051631,-0.094364,-0.023402,0.050927,-0.08202,-0.012837,A
0.0,0.0,0.0,-0.042844,-0.039825,-0.011807,-0.062567,-0.115682,-0.015147,-0.065713,-0.172829,-0.019439,-0.078266,-0.210822,-0.020777,-0.025909,-0.15428,-0.000444,-0.032571,-0.189001,-0.019666,-0.036017,-0.139682,-0.027643,-0.032996,-0.12209,-0.030729,0.007371,-0.144862,-0.004498,-0.001183,-0.173959,-0.022027,-0.009018,-0.121323,-0.021438,-0.005014,-0.110599,-0.017417,0.039832,-0.126522,-0.012753,0.032231,-0.158323,-0.032395,0.020883,-0.10754,-0.020358,0.022647,-0.095135,-0.008426,0.071013,-0.102732,-0.022389,0.063057,-0.129588,-0.033392,0.050311,-0.093763,-0.022772,0.049607,-0.081092,-0.012487,A
0.0,0.0,0.0,-0.047714,-0.042769,-0.013147,-0.071586,-0.117312,-0.017631,-0.07969,-0.172699,-0.023082,-0.096454,-0.209534,-0.025074,-0.033239,-0.158738,-0.000219,-0.051862,-0.189975,-0.020895,-0.051152,-0.138688,-0.029621,-0.043261,-0.124152,-0.032758,4e-06,-0.151459,-0.00355,-0.018892,-0.176083,-0.022639,-0.021951,-0.123744,-0.021975,-0.013095,-0.115849,-0.017623,0.032065,-0.135075,-0.011462,0.01416,-0.162467,-0.031303,0.00753,-0.113867,-0.019356,0.013782,-0.102108,-0.007233,0.061924,-0.113578,-0.021048,0.046914,-0.139487,-0.031168,0.036765,-0.106695,-0.020819,0.039567,-0.093882,-0.010409,A
0.0,0.0,0.0,-0.048503,-0.043456,-0.01164,-0.071793,-0.119217,-0.014371,-0.078871,-0.173795,-0.018306,-0.09517,-0.209422,-0.019098,-0.033177,-0.161384,0.001989,-0.049187,-0.189483,-0.016688,-0.049339,-0.138613,-0.024829,-0.042622,-0.123686,-0.027972,-0.000291,-0.153894,-0.001625,-0.016842,-0.175457,-0.018811,-0.020319,-0.124219,-0.018179,-0.011878,-0.115704,-0.014108,0.031724,-0.13765,-0.009595,0.015353,-0.161185,-0.027323,0.008822,-0.113704,-0.015439,0.01548,-0.102962,-0.00386,0.061687,-0.116528,-0.019234,0.046578,-0.138541,-0.027468,0.036578,-0.105726,-0.016695,0.039864,-0.09379,-0.006462,A
0.0,0.0,0.0,-0.051824,-0.036296,-0.013459,-0.079584,-0.109637,-0.017211,-0.091173,-0.169065,-0.02164,-0.109576,-0.202113,-0.021566,-0.051053,-0.150924,0.000864,-0.061201,-0.187815,-0.018765,-0.055922,-0.131845,-0.025086,-0.050163,-0.121794,-0.027358,-0.018264,-0.150697,-0.001729,-0.029573,-0.178064,-0.020787,-0.029733,-0.117172,-0.018025,-0.024356,-0.116922,-0.011898,0.014582,-0.141235,-0.009026,0.004033,-0.167863,-0.028194,0.000321,-0.111814,-0.013493,0.005396,-0.108395,0.000204,0.045349,-0.127719,-0.018204,0.034344,-0.143555,-0.026796,0.028098,-0.106803,-0.01558,0.032768,-0.102499,-0.005363,A
0.0,0.0,0.0,-0.053524,-0.040066,-0.011255,-0.082367,-0.114881,-0.012851,-0.094311,-0.171677,-0.015967,-0.112897,-0.201145,-0.015121,-0.051233,-0.15346,0.004974,-0.062872,-0.189183,-0.013201,-0.056831,-0.133817,-0.018905,-0.05056,-0.123445,-0.020825,-0.018142,-0.152919,0.001325,-0.030516,-0.180733,-0.0175,-0.030962,-0.120928,-0.015263,-0.023844,-0.118757,-0.009045,0.014881,-0.142403,-0.006906,0.002663,-0.168969,-0.025163,-0.000996,-0.114169,-0.010635,0.005844,-0.109527,0.003275,0.04618,-0.127963,-0.016975,0.034287,-0.143901,-0.023788,0.026925,-0.108088,-0.011744,0.03212,-0.102796,-0.001004,A
0.0,0.0,0.0,-0.05361,-0.03792,-0.008877,-0.084124,-0.11039,-0.009946,-0.097111,-0.166419,-0.012911,-0.114003,-0.197501,-0.012485,-0.053406,-0.152064,0.006615,-0.067704,-0.185034,-0.011559,-0.061627,-0.134099,-0.018367,-0.054144,-0.120786,-0.020754,-0.021381,-0.152589,0.0018,-0.03462,-0.17996,-0.01599,-0.034153,-0.122584,-0.014585,-0.026436,-0.116594,-0.009166,0.011612,-0.143819,-0.007416,-0.000114,-0.173132,-0.026133,-0.004145,-0.118867,-0.012816,0.001708,-0.110257,0.000577,0.04357,-0.129619,-0.018143,0.032753,-0.151548,-0.026232,0.024092,-0.114512,-0.014649,0.027272,-0.104372,-0.003895,A
0.0,0.0,0.0,-0.052113,-0.037664,-0.008841,-0.083002,-0.109783,-0.009862,-0.096513,-0.16527,-0.012994,-0.113544,-0.19659,-0.012769,-0.052159,-0.15064,0.00686,-0.066543,-0.185029,-0.011649,-0.060819,-0.134052,-0.018622,-0.052906,-0.118768,-0.020923,-0.019932,-0.150837,0.001934,-0.033237,-0.179445,-0.016103,-0.033246,-0.122369,-0.01475,-0.02444,-0.115677,-0.009184,0.013214,-0.141627,-0.007458,0.001588,-0.172426,-0.026259,-0.002914,-0.11894,-0.012997,0.003943,-0.109991,0.000525,0.045542,-0.127294,-0.018372,0.035408,-0.151393,-0.026486,0.025639,-0.115085,-0.014862,0.028631,-0.103913,-0.003965,A
0.0,0.0,0.0,-0.054772,-0.036058,-0.009475,-0.089305,-0.109534,-0.010151,-0.106308,-0.164634,-0.01268,-0.126303,-0.192787,-0.011294,-0.061407,-0.151751,0.008748,-0.074253,-0.18576,-0.009538,-0.067015,-0.134887,-0.017064,-0.061173,-0.124513,-0.020123,-0.02929,-0.153277,0.004423,-0.041819,-0.181005,-0.013061,-0.039608,-0.124128,-0.012513,-0.033483,-0.12297,-0.007905,0.004622,-0.146515,-0.004491,-0.007388,-0.17781,-0.022803,-0.009385,-0.12366,-0.009864,-0.003858,-0.117904,0.003109,0.037623,-0.134835,-0.01502,0.027854,-0.160095,-0.022727,0.019961,-0.122814,-0.011056,0.022895,-0.112424,-0.0003,A
0.0,0.0,0.0,-0.054964,-0.037183,-0.009848,-0.089575,-0.110309,-0.010561,-0.106002,-0.166958,-0.013349,-0.125968,-0.194247,-0.012102,-0.060043,-0.151153,0.008437,-0.074836,-0.187517,-0.010755,-0.065696,-0.135077,-0.017835,-0.058126,-0.122797,-0.020153,-0.027247,-0.152926,0.004055,-0.04172,-0.18191,-0.014369,-0.038697,-0.123349,-0.012901,-0.031598,-0.121911,-0.007272,0.00647,-0.146018,-0.005158,-0.006774,-0.178359,-0.024603,-0.008779,-0.122152,-0.010395,-0.002522,-0.11542,0.00394,0.039256,-0.134608,-0.016094,0.028323,-0.160811,-0.024298,0.019862,-0.122482,-0.011939,0.023033,-0.111543,-0.000377,A
0.0,0.0,0.0,-0.057124,-0.032211,-0.010117,-0.094326,-0.101821,-0.011647,-0.114159,-0.156169,-0.014658,-0.135952,-0.183853,-0.013341,-0.068245,-0.149234,0.005634,-0.083208,-0.182177,-0.013993,-0.073743,-0.129256,-0.021572,-0.066057,-0.120402,-0.024782,-0.034914,-0.152852,0.001534,-0.050391,-0.178007,-0.017865,-0.046462,-0.11939,-0.016842,-0.038582,-0.120797,-0.011777,-0.000313,-0.148278,-0.007161,-0.01501,-0.175331,-0.026407,-0.015189,-0.119787,-0.012395,-0.006836,-0.117507,0.001289,0.033251,-0.139705,-0.017577,0.019067,-0.156866,-0.025575,0.013605,-0.119436,-0.01419,0.020469,-0.115136,-0.003722,A
0.0,0.0,0.0,-0.057063,-0.032523,-0.009842,-0.093533,-0.100763,-0.010804,-0.112535,-0.155138,-0.013925,-0.133187,-0.183689,-0.01313,-0.066561,-0.146796,0.009058,-0.083708,-0.180144,-0.010159,-0.0736,-0.130693,-0.017266,-0.06439,-0.120382,-0.019624,-0.033759,-0.151755,0.00456,-0.050323,-0.176724,-0.014786,-0.045742,-0.120097,-0.013927,-0.036421,-0.120757,-0.008424,0.0006,-0.147294,-0.004813,-0.014949,-0.17501,-0.024763,-0.01508,-0.121212,-0.011466,-0.006438,-0.118372,0.002398,0.034423,-0.138002,-0.015899,0.020147,-0.15765,-0.024374,0.013856,-0.120803,-0.012956,0.020144,-0.114624,-0.00202,A
